EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 22-04-2021
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 PP   : daily Sea level pressure in 0.1 hPa
23-27 Q_PP : quality code for PP (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station NETHERLANDS, MAASTRICHT (STAID: 168).
Blended and updated with sources: 100547 906380 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   PP, Q_PP
100547,19070604,10169,    0
100547,19070605,10120,    0
100547,19070606,10103,    0
100547,19070607,10150,    0
100547,19070608,10171,    0
100547,19070609,10124,    0
100547,19070610,10126,    0
100547,19070611,10159,    0
100547,19070612,10116,    0
100547,19070613,10171,    0
100547,19070614,10210,    0
100547,19070615,10189,    0
100547,19070616,10203,    0
100547,19070617,10215,    0
100547,19070618,10175,    0
100547,19070619,10174,    0
100547,19070620,10146,    0
100547,19070621,10122,    0
100547,19070622,10161,    0
100547,19070623,10168,    0
100547,19070624,10166,    0
100547,19070625,10103,    0
100547,19070626,10127,    0
100547,19070627,10175,    0
100547,19070628,10159,    0
100547,19070629,10140,    0
100547,19070630,10113,    0
100547,19070701,10098,    0
100547,19070702,10128,    0
100547,19070703,10133,    0
100547,19070704,10107,    0
100547,19070705,10149,    0
100547,19070706,10176,    0
100547,19070707,10168,    0
100547,19070708,10152,    0
100547,19070709,10189,    0
100547,19070710,10215,    0
100547,19070711,10280,    0
100547,19070712,10278,    0
100547,19070713,10245,    0
100547,19070714,10244,    0
100547,19070715,10243,    0
100547,19070716,10244,    0
100547,19070717,10212,    0
100547,19070718,10190,    0
100547,19070719,10198,    0
100547,19070720,10211,    0
