EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 22-04-2021
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 FG   : daily Wind speed in 0.1 m/s
23-27 Q_FG : quality code for FG (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station NETHERLANDS, MAASTRICHT (STAID: 168).
Blended and updated with sources: 113661 906380 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   FG, Q_FG
113661,19071025,   21,    0
113661,19071026,   15,    0
113661,19071027,   26,    0
113661,19071028,   15,    0
113661,19071029,   26,    0
113661,19071030,   26,    0
113661,19071031,   26,    0
113661,19071101,   26,    0
113661,19071102,   36,    0
113661,19071103,   36,    0
113661,19071104,   15,    0
113661,19071105,   10,    0
113661,19071106,   10,    0
113661,19071107,   10,    0
113661,19071108,   10,    0
113661,19071109,   15,    0
113661,19071110,   10,    0
113661,19071111,   10,    0
113661,19071112,   26,    0
113661,19071113,   67,    0
113661,19071114,   41,    0
113661,19071115,   21,    0
113661,19071116,   21,    0
113661,19071117,   15,    0
113661,19071118,    5,    0
113661,19071119,   10,    0
113661,19071120,   10,    0
113661,19071121,   15,    0
113661,19071122,   21,    0
113661,19071123,   26,    0
113661,19071124,   46,    0
113661,19071125,   67,    0
113661,19071126,   31,    0
113661,19071127,   57,    0
113661,19071128,   15,    0
113661,19071129,   10,    0
113661,19071130,   21,    0
113661,19071201,   31,    0
113661,19071202,   26,    0
113661,19071203,   41,    0
113661,19071204,   62,    0
113661,19071205,   67,    0
113661,19071206,   26,    0
113661,19071207,   46,    0
113661,19071208,   67,    0
113661,19071209,   72,    0
113661,19071210,   62,    0
113661,19071211,   46,    0
113661,19071212,   36,    0
113661,19071213,   67,    0
113661,19071214,   67,    0
113661,19071215,   46,    0
113661,19071216,   21,    0
113661,19071217,   15,    0
113661,19071218,   41,    0
113661,19071219,   41,    0
113661,19071220,   41,    0
113661,19071221,   57,    0
113661,19071222,   41,    0
113661,19071223,   31,    0
113661,19071224,   21,    0
113661,19071225,   36,    0
113661,19071226,   36,    0
113661,19071227,   51,    0
113661,19071228,   57,    0
113661,19071229,   41,    0
113661,19071230,   41,    0
113661,19071231,   41,    0
113661,19080101,   57,    0
113661,19080102,   67,    0
113661,19080103,   51,    0
113661,19080104,   21,    0
113661,19080105,   10,    0
113661,19080106,   51,    0
113661,19080107,   67,    0
113661,19080108,   87,    0
113661,19080109,   57,    0
113661,19080110,   36,    0
113661,19080111,   10,    0
113661,19080112,    5,    0
113661,19080113,    5,    0
113661,19080114,   21,    0
113661,19080115,   26,    0
113661,19080116,   57,    0
113661,19080117,   46,    0
113661,19080118,   21,    0
113661,19080119,   10,    0
113661,19080120,   10,    0
113661,19080121,   21,    0
113661,19080122,    0,    0
113661,19080123,   15,    0
113661,19080124,    5,    0
113661,19080125,   15,    0
113661,19080126,   57,    0
113661,19080127,   77,    0
113661,19080128,   77,    0
113661,19080129,   41,    0
113661,19080130,   41,    0
113661,19080131,   62,    0
113661,19080201,   57,    0
113661,19080202,   41,    0
113661,19080203,   31,    0
113661,19080204,   51,    0
113661,19080205,   31,    0
113661,19080206,   31,    0
113661,19080207,   31,    0
113661,19080208,   46,    0
113661,19080209,   46,    0
113661,19080210,   15,    0
113661,19080211,   31,    0
113661,19080212,   15,    0
113661,19080213,   15,    0
113661,19080214,   36,    0
113661,19080215,   67,    0
113661,19080216,   57,    0
113661,19080217,   62,    0
113661,19080218,   62,    0
113661,19080219,   46,    0
113661,19080220,   41,    0
113661,19080221,   57,    0
113661,19080222,   82,    0
113661,19080223,   72,    0
113661,19080224,   72,    0
113661,19080225,   67,    0
113661,19080226,   41,    0
113661,19080227,   62,    0
113661,19080228,   57,    0
113661,19080229,   51,    0
113661,19080301,   41,    0
113661,19080302,   26,    0
113661,19080303,   26,    0
113661,19080304,   41,    0
113661,19080305,   41,    0
113661,19080306,   67,    0
113661,19080307,   67,    0
113661,19080308,   46,    0
113661,19080309,   67,    0
113661,19080310,   67,    0
113661,19080311,   67,    0
113661,19080312,   36,    0
113661,19080313,   31,    0
113661,19080314,   31,    0
113661,19080315,   15,    0
113661,19080316,   15,    0
113661,19080317,   21,    0
113661,19080318,   15,    0
113661,19080319,   26,    0
113661,19080320,   21,    0
113661,19080321,   15,    0
113661,19080322,   21,    0
113661,19080323,   21,    0
113661,19080324,   15,    0
113661,19080325,   26,    0
113661,19080326,   31,    0
113661,19080327,   26,    0
113661,19080328,   46,    0
113661,19080329,   31,    0
113661,19080330,   36,    0
113661,19080331,   72,    0
113661,19080401,   46,    0
113661,19080402,   31,    0
113661,19080403,   57,    0
113661,19080404,   51,    0
113661,19080405,   26,    0
113661,19080406,   67,    0
113661,19080407,   67,    0
113661,19080408,   51,    0
113661,19080409,   31,    0
113661,19080410,   31,    0
113661,19080411,   21,    0
113661,19080412,   36,    0
113661,19080413,   41,    0
113661,19080414,   21,    0
113661,19080415,   46,    0
113661,19080416,   51,    0
113661,19080417,   46,    0
113661,19080418,   51,    0
113661,19080419,   36,    0
113661,19080420,   31,    0
113661,19080421,   46,    0
113661,19080422,   36,    0
113661,19080423,   46,    0
113661,19080424,   51,    0
113661,19080425,   46,    0
113661,19080426,   62,    0
113661,19080427,   31,    0
113661,19080428,   36,    0
113661,19080429,   51,    0
113661,19080430,   10,    0
113661,19080501,   36,    0
113661,19080502,   21,    0
113661,19080503,   21,    0
113661,19080504,   15,    0
113661,19080505,   31,    0
113661,19080506,   51,    0
113661,19080507,   57,    0
113661,19080508,   51,    0
113661,19080509,   41,    0
113661,19080510,   31,    0
113661,19080511,   26,    0
113661,19080512,   41,    0
113661,19080513,   31,    0
113661,19080514,   31,    0
113661,19080515,   57,    0
113661,19080516,   57,    0
113661,19080517,   41,    0
113661,19080518,   31,    0
113661,19080519,   15,    0
113661,19080520,   31,    0
113661,19080521,   31,    0
113661,19080522,   36,    0
113661,19080523,   26,    0
113661,19080524,   15,    0
113661,19080525,   36,    0
113661,19080526,   36,    0
113661,19080527,   26,    0
113661,19080528,   41,    0
113661,19080529,   36,    0
113661,19080530,   21,    0
113661,19080531,   31,    0
113661,19080601,   21,    0
113661,19080602,   15,    0
113661,19080603,   21,    0
113661,19080604,   15,    0
113661,19080605,   31,    0
113661,19080606,   46,    0
113661,19080607,   41,    0
113661,19080608,   26,    0
113661,19080609,   36,    0
113661,19080610,   36,    0
113661,19080611,   15,    0
113661,19080612,   26,    0
113661,19080613,   36,    0
113661,19080614,   46,    0
113661,19080615,   21,    0
113661,19080616,   21,    0
113661,19080617,   31,    0
113661,19080618,   21,    0
113661,19080619,   26,    0
113661,19080620,   51,    0
113661,19080621,   41,    0
113661,19080622,   36,    0
113661,19080623,   26,    0
113661,19080624,   31,    0
113661,19080625,   36,    0
113661,19080626,   31,    0
113661,19080627,   36,    0
113661,19080628,   31,    0
113661,19080629,   31,    0
113661,19080630,   26,    0
113661,19080701,   31,    0
113661,19080702,   26,    0
113661,19080703,   26,    0
113661,19080704,   26,    0
113661,19080705,   21,    0
113661,19080706,   15,    0
113661,19080707,   26,    0
113661,19080708,   26,    0
113661,19080709,   57,    0
113661,19080710,   31,    0
113661,19080711,   36,    0
113661,19080712,   31,    0
113661,19080713,   51,    0
113661,19080714,   31,    0
113661,19080715,   31,    0
113661,19080716,   46,    0
113661,19080717,   51,    0
113661,19080718,   26,    0
113661,19080719,   41,    0
113661,19080720,   41,    0
113661,19080721,   36,    0
113661,19080722,   15,    0
113661,19080723,   10,    0
113661,19080724,   10,    0
113661,19080725,    5,    0
113661,19080726,   15,    0
113661,19080727,   15,    0
113661,19080728,   21,    0
113661,19080729,   46,    0
113661,19080730,   21,    0
113661,19080731,   31,    0
113661,19080801,   31,    0
113661,19080802,   36,    0
113661,19080803,   21,    0
113661,19080804,   26,    0
113661,19080805,   26,    0
113661,19080806,   21,    0
113661,19080807,   46,    0
113661,19080808,   31,    0
