EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 23-04-2021
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 TG   : daily Mean temperature in 0.1 &#176;C
23-27 Q_TG : quality code for TG (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station AUSTRIA, SONNBLICK (STAID: 15).
Blended and updated with sources: 100040 911146 911343 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   TG, Q_TG
100040,19351028,  -78,    0
100040,19351029,  -90,    0
100040,19351030,  -65,    0
100040,19351031,  -43,    0
100040,19351101,  -17,    0
100040,19351102,  -17,    0
100040,19351103,  -30,    0
100040,19351104,  -36,    0
100040,19351105,  -60,    0
100040,19351106,  -88,    0
100040,19351107,  -83,    0
100040,19351108,  -62,    0
100040,19351109,  -65,    0
100040,19351110,  -80,    0
100040,19351111,  -58,    0
100040,19351112,  -40,    0
100040,19351113,  -50,    0
100040,19351114,  -71,    0
100040,19351115,  -59,    0
100040,19351116,  -66,    0
100040,19351117,  -70,    0
100040,19351118, -103,    0
100040,19351119, -122,    0
100040,19351120,  -72,    0
100040,19351121,  -84,    0
100040,19351122,  -87,    0
100040,19351123,  -93,    0
100040,19351124,  -92,    0
100040,19351125, -127,    0
100040,19351126, -136,    0
100040,19351127, -132,    0
100040,19351128, -112,    0
100040,19351129,  -81,    0
100040,19351130,  -94,    0
100040,19351201,  -99,    0
100040,19351202, -130,    0
100040,19351203, -165,    0
100040,19351204, -156,    0
100040,19351205, -176,    0
100040,19351206, -193,    0
100040,19351207, -206,    0
100040,19351208, -182,    0
100040,19351209, -141,    0
100040,19351210, -106,    0
100040,19351211,  -89,    0
100040,19351212, -172,    0
100040,19351213, -179,    0
100040,19351214, -124,    0
100040,19351215, -114,    0
100040,19351216, -150,    0
100040,19351217, -151,    0
100040,19351218, -156,    0
100040,19351219, -157,    0
100040,19351220, -168,    0
100040,19351221, -217,    0
100040,19351222, -185,    0
100040,19351223, -127,    0
100040,19351224,  -90,    0
100040,19351225,  -83,    0
100040,19351226,  -79,    0
100040,19351227,  -62,    0
100040,19351228,  -66,    0
100040,19351229,  -56,    0
100040,19351230,  -68,    0
100040,19351231,  -87,    0
100040,19360101,  -98,    0
100040,19360102,  -98,    0
100040,19360103,  -86,    0
100040,19360104, -114,    0
100040,19360105, -149,    0
100040,19360106, -121,    0
100040,19360107, -116,    0
100040,19360108, -104,    0
100040,19360109,  -88,    0
100040,19360110,  -51,    0
100040,19360111,  -63,    0
100040,19360112,  -74,    0
100040,19360113,  -85,    0
100040,19360114, -117,    0
100040,19360115, -126,    0
100040,19360116, -103,    0
100040,19360117, -118,    0
100040,19360118, -135,    0
100040,19360119, -134,    0
100040,19360120,  -96,    0
100040,19360121, -104,    0
100040,19360122, -123,    0
100040,19360123, -162,    0
100040,19360124, -134,    0
100040,19360125,  -86,    0
100040,19360126,  -79,    0
100040,19360127,  -94,    0
100040,19360128, -119,    0
100040,19360129, -102,    0
100040,19360130,  -97,    0
100040,19360131,  -87,    0
100040,19360201,  -89,    0
100040,19360202, -109,    0
100040,19360203, -146,    0
100040,19360204, -185,    0
100040,19360205, -213,    0
100040,19360206, -242,    0
100040,19360207, -235,    0
100040,19360208, -172,    0
100040,19360209, -131,    0
100040,19360210, -214,    0
100040,19360211, -220,    0
100040,19360212, -160,    0
100040,19360213, -135,    0
100040,19360214,  -87,    0
100040,19360215,  -51,    0
100040,19360216,  -71,    0
100040,19360217,  -79,    0
100040,19360218,  -76,    0
100040,19360219,  -68,    0
100040,19360220, -103,    0
100040,19360221, -109,    0
100040,19360222,  -78,    0
100040,19360223,  -85,    0
100040,19360224, -122,    0
100040,19360225, -119,    0
100040,19360226, -134,    0
100040,19360227, -132,    0
100040,19360228, -107,    0
100040,19360229, -121,    0
100040,19360301, -132,    0
100040,19360302, -138,    0
100040,19360303, -121,    0
100040,19360304,  -88,    0
100040,19360305,  -92,    0
100040,19360306, -125,    0
100040,19360307, -150,    0
100040,19360308, -131,    0
100040,19360309, -111,    0
100040,19360310,  -84,    0
100040,19360311,  -71,    0
100040,19360312,  -77,    0
100040,19360313,  -98,    0
100040,19360314, -130,    0
100040,19360315, -115,    0
100040,19360316, -148,    0
100040,19360317, -183,    0
100040,19360318, -138,    0
100040,19360319,  -78,    0
100040,19360320,  -64,    0
100040,19360321,  -79,    0
100040,19360322,  -78,    0
100040,19360323,  -75,    0
100040,19360324,  -94,    0
100040,19360325,  -82,    0
100040,19360326,  -59,    0
100040,19360327,  -68,    0
100040,19360328,  -61,    0
100040,19360329,  -61,    0
100040,19360330,  -49,    0
100040,19360331,  -57,    0
100040,19360401,  -59,    0
100040,19360402,  -47,    0
100040,19360403,  -48,    0
100040,19360404,  -38,    0
100040,19360405,  -57,    0
100040,19360406,  -67,    0
100040,19360407,  -62,    0
100040,19360408,  -64,    0
100040,19360409,  -44,    0
100040,19360410,  -51,    0
100040,19360411,  -66,    0
100040,19360412, -126,    0
100040,19360413, -140,    0
100040,19360414,  -77,    0
100040,19360415,  -70,    0
100040,19360416,  -66,    0
100040,19360417, -100,    0
100040,19360418, -149,    0
100040,19360419, -155,    0
100040,19360420, -121,    0
100040,19360421, -103,    0
100040,19360422,  -79,    0
100040,19360423, -121,    0
100040,19360424, -108,    0
100040,19360425, -100,    0
100040,19360426,  -63,    0
100040,19360427,  -38,    0
100040,19360428,  -42,    0
100040,19360429,  -39,    0
100040,19360430,  -51,    0
100040,19360501,  -64,    0
100040,19360502,  -51,    0
100040,19360503,  -50,    0
100040,19360504,  -37,    0
100040,19360505,  -25,    0
100040,19360506,  -28,    0
100040,19360507,  -26,    0
100040,19360508,  -31,    0
100040,19360509,  -21,    0
100040,19360510,  -15,    0
100040,19360511,   -6,    0
100040,19360512,   -3,    0
100040,19360513,  -20,    0
100040,19360514,  -40,    0
100040,19360515,  -41,    0
100040,19360516,  -29,    0
100040,19360517,  -34,    0
100040,19360518,  -26,    0
100040,19360519,  -21,    0
100040,19360520,  -16,    0
100040,19360521,  -31,    0
100040,19360522,  -37,    0
100040,19360523,  -40,    0
100040,19360524,  -30,    0
100040,19360525,  -24,    0
100040,19360526,  -11,    0
100040,19360527,   -5,    0
100040,19360528,  -23,    0
100040,19360529,  -11,    0
100040,19360530,  -26,    0
100040,19360531,  -31,    0
100040,19360601,  -72,    0
100040,19360602,  -81,    0
100040,19360603,  -45,    0
100040,19360604,  -47,    0
100040,19360605,  -53,    0
100040,19360606,  -46,    0
100040,19360607,  -57,    0
100040,19360608,  -38,    0
100040,19360609,  -59,    0
100040,19360610,  -76,    0
100040,19360611,  -44,    0
100040,19360612,  -19,    0
100040,19360613,  -19,    0
100040,19360614,    3,    0
100040,19360615,   14,    0
100040,19360616,   30,    0
100040,19360617,   36,    0
100040,19360618,   61,    0
100040,19360619,   27,    0
100040,19360620,   40,    0
100040,19360621,   26,    0
100040,19360622,   40,    0
100040,19360623,   31,    0
100040,19360624,   31,    0
100040,19360625,   14,    0
100040,19360626,    3,    0
100040,19360627,    0,    0
100040,19360628,    7,    0
100040,19360629,   25,    0
100040,19360630,   27,    0
100040,19360701,   17,    0
100040,19360702,    3,    0
100040,19360703,  -12,    0
100040,19360704,  -10,    0
100040,19360705,    2,    0
100040,19360706,   61,    0
100040,19360707,   69,    0
100040,19360708,   40,    0
100040,19360709,   21,    0
100040,19360710,   15,    0
100040,19360711,    3,    0
100040,19360712,  -21,    0
100040,19360713,  -22,    0
100040,19360714,   -2,    0
100040,19360715,   22,    0
100040,19360716,   46,    0
100040,19360717,   55,    0
100040,19360718,   74,    0
100040,19360719,   33,    0
100040,19360720,   42,    0
100040,19360721,   12,    0
100040,19360722,    0,    0
100040,19360723,  -32,    0
100040,19360724,    8,    0
100040,19360725,   43,    0
100040,19360726,   39,    0
100040,19360727,   53,    0
100040,19360728,   49,    0
100040,19360729,   26,    0
100040,19360730,    2,    0
100040,19360731,  -25,    0
100040,19360801,  -27,    0
100040,19360802,  -17,    0
100040,19360803,    9,    0
100040,19360804,   -4,    0
100040,19360805,  -23,    0
100040,19360806,    2,    0
100040,19360807,   -3,    0
100040,19360808,  -22,    0
100040,19360809,   -8,    0
100040,19360810,   17,    0
100040,19360811,   27,    0
100040,19360812,   -5,    0
100040,19360813,  -13,    0
100040,19360814,   14,    0
100040,19360815,   22,    0
100040,19360816,   34,    0
100040,19360817,   25,    0
100040,19360818,   22,    0
100040,19360819,   31,    0
100040,19360820,   25,    0
100040,19360821,   34,    0
100040,19360822,   33,    0
100040,19360823,  -13,    0
100040,19360824,  -31,    0
100040,19360825,   24,    0
100040,19360826,   13,    0
100040,19360827,   11,    0
100040,19360828,    3,    0
100040,19360829,   11,    0
100040,19360830,   27,    0
100040,19360831,    5,    0
100040,19360901,   16,    0
100040,19360902,   47,    0
100040,19360903,   62,    0
100040,19360904,   53,    0
100040,19360905,   19,    0
100040,19360906,  -19,    0
100040,19360907,  -30,    0
100040,19360908,  -33,    0
100040,19360909,  -51,    0
100040,19360910,  -52,    0
100040,19360911,  -42,    0
100040,19360912,  -34,    0
100040,19360913,  -20,    0
100040,19360914,  -12,    0
100040,19360915,   -8,    0
100040,19360916,  -18,    0
100040,19360917,  -20,    0
100040,19360918,   -2,    0
100040,19360919,   38,    0
100040,19360920,   50,    0
100040,19360921,   50,    0
100040,19360922,   26,    0
100040,19360923,   25,    0
100040,19360924,   16,    0
100040,19360925,   10,    0
100040,19360926,  -14,    0
100040,19360927,  -64,    0
100040,19360928, -105,    0
100040,19360929, -135,    0
100040,19360930, -144,    0
100040,19361001, -117,    0
100040,19361002, -119,    0
100040,19361003, -140,    0
100040,19361004, -110,    0
100040,19361005,  -78,    0
100040,19361006,  -79,    0
100040,19361007, -114,    0
100040,19361008, -145,    0
100040,19361009, -125,    0
100040,19361010,  -91,    0
100040,19361011,  -79,    0
100040,19361012, -109,    0
100040,19361013,  -79,    0
100040,19361014,  -97,    0
100040,19361015,  -64,    0
100040,19361016,  -32,    0
100040,19361017,  -23,    0
100040,19361018,  -10,    0
100040,19361019,  -48,    0
100040,19361020, -103,    0
100040,19361021, -112,    0
100040,19361022,  -76,    0
100040,19361023,  -46,    0
100040,19361024,  -40,    0
100040,19361025,  -53,    0
100040,19361026,  -81,    0
100040,19361027,  -58,    0
100040,19361028, -107,    0
100040,19361029, -145,    0
100040,19361030, -148,    0
100040,19361031, -136,    0
100040,19361101, -103,    0
100040,19361102,  -98,    0
100040,19361103,  -96,    0
100040,19361104, -101,    0
100040,19361105,  -91,    0
100040,19361106,  -74,    0
100040,19361107,  -73,    0
100040,19361108,  -82,    0
100040,19361109,  -88,    0
100040,19361110,  -94,    0
100040,19361111,  -98,    0
100040,19361112,  -87,    0
100040,19361113,  -59,    0
100040,19361114,  -74,    0
100040,19361115, -100,    0
100040,19361116, -105,    0
100040,19361117,  -59,    0
100040,19361118,  -66,    0
100040,19361119,  -76,    0
100040,19361120,  -84,    0
100040,19361121,  -80,    0
100040,19361122,  -60,    0
100040,19361123,  -49,    0
100040,19361124,  -49,    0
100040,19361125,  -52,    0
100040,19361126,  -41,    0
100040,19361127,  -56,    0
100040,19361128,  -57,    0
100040,19361129,  -91,    0
100040,19361130,  -73,    0
100040,19361201, -115,    0
100040,19361202, -155,    0
100040,19361203, -146,    0
100040,19361204, -121,    0
100040,19361205,  -97,    0
100040,19361206, -134,    0
100040,19361207, -184,    0
100040,19361208, -161,    0
100040,19361209, -112,    0
100040,19361210,  -85,    0
100040,19361211,  -77,    0
100040,19361212,  -97,    0
100040,19361213, -105,    0
100040,19361214, -120,    0
100040,19361215, -170,    0
100040,19361216, -102,    0
100040,19361217,  -79,    0
100040,19361218,  -38,    0
100040,19361219,  -61,    0
100040,19361220,  -82,    0
100040,19361221,  -28,    0
100040,19361222,  -18,    0
100040,19361223,  -85,    0
100040,19361224, -103,    0
100040,19361225,  -93,    0
100040,19361226, -136,    0
100040,19361227,  -91,    0
100040,19361228,  -76,    0
100040,19361229,  -81,    0
100040,19361230,  -96,    0
100040,19361231, -107,    0
100040,19370101, -102,    0
100040,19370102, -102,    0
100040,19370103, -104,    0
100040,19370104,  -72,    0
100040,19370105,  -76,    0
100040,19370106, -119,    0
100040,19370107, -119,    0
100040,19370108, -173,    0
100040,19370109, -218,    0
100040,19370110, -196,    0
100040,19370111, -136,    0
100040,19370112, -129,    0
100040,19370113, -155,    0
100040,19370114, -105,    0
100040,19370115,  -86,    0
100040,19370116, -117,    0
100040,19370117, -136,    0
100040,19370118, -121,    0
100040,19370119, -101,    0
100040,19370120, -143,    0
100040,19370121, -137,    0
100040,19370122,  -60,    0
100040,19370123,  -23,    0
100040,19370124,  -32,    0
100040,19370125,  -63,    0
100040,19370126, -107,    0
100040,19370127, -113,    0
100040,19370128, -108,    0
100040,19370129, -112,    0
100040,19370130, -124,    0
100040,19370131, -106,    0
100040,19370201,  -78,    0
100040,19370202,  -77,    0
100040,19370203,  -68,    0
100040,19370204,  -59,    0
100040,19370205,  -82,    0
100040,19370206, -124,    0
100040,19370207, -138,    0
100040,19370208,  -91,    0
100040,19370209, -125,    0
100040,19370210, -162,    0
100040,19370211, -154,    0
100040,19370212, -184,    0
100040,19370213, -192,    0
100040,19370214, -193,    0
100040,19370215, -126,    0
100040,19370216,  -59,    0
100040,19370217, -117,    0
100040,19370218, -183,    0
100040,19370219, -132,    0
100040,19370220, -106,    0
100040,19370221, -158,    0
100040,19370222, -141,    0
100040,19370223, -156,    0
100040,19370224, -166,    0
100040,19370225, -121,    0
100040,19370226,  -94,    0
100040,19370227,  -96,    0
100040,19370228, -100,    0
100040,19370301, -129,    0
100040,19370302, -165,    0
100040,19370303, -143,    0
100040,19370304, -139,    0
100040,19370305,  -98,    0
100040,19370306, -119,    0
100040,19370307, -128,    0
100040,19370308, -107,    0
100040,19370309, -104,    0
100040,19370310, -146,    0
100040,19370311, -147,    0
100040,19370312, -102,    0
100040,19370313, -110,    0
100040,19370314,  -96,    0
100040,19370315, -132,    0
100040,19370316, -156,    0
100040,19370317,  -92,    0
100040,19370318,  -65,    0
100040,19370319,  -56,    0
100040,19370320,  -70,    0
100040,19370321, -104,    0
100040,19370322, -122,    0
100040,19370323, -101,    0
100040,19370324, -113,    0
100040,19370325, -143,    0
100040,19370326, -137,    0
100040,19370327, -135,    0
100040,19370328, -131,    0
100040,19370329,  -82,    0
100040,19370330,  -71,    0
100040,19370331,  -66,    0
100040,19370401,  -62,    0
100040,19370402,  -68,    0
100040,19370403,  -69,    0
100040,19370404,  -80,    0
100040,19370405,  -72,    0
100040,19370406,  -75,    0
100040,19370407,  -85,    0
100040,19370408,  -71,    0
100040,19370409,  -71,    0
100040,19370410,  -59,    0
100040,19370411,  -61,    0
100040,19370412,  -61,    0
100040,19370413,  -55,    0
100040,19370414,  -65,    0
100040,19370415,  -63,    0
100040,19370416,  -73,    0
100040,19370417,  -99,    0
100040,19370418,  -97,    0
100040,19370419,  -83,    0
100040,19370420, -100,    0
100040,19370421, -107,    0
100040,19370422, -138,    0
100040,19370423, -101,    0
100040,19370424, -110,    0
100040,19370425, -108,    0
100040,19370426,  -98,    0
100040,19370427, -108,    0
100040,19370428, -124,    0
100040,19370429, -113,    0
100040,19370430, -110,    0
100040,19370501,  -92,    0
100040,19370502,  -63,    0
100040,19370503,  -51,    0
100040,19370504,  -57,    0
100040,19370505,  -59,    0
100040,19370506,  -79,    0
100040,19370507,  -94,    0
100040,19370508,  -80,    0
100040,19370509,  -53,    0
100040,19370510,  -41,    0
100040,19370511,  -41,    0
100040,19370512,  -43,    0
100040,19370513,  -34,    0
100040,19370514,  -42,    0
100040,19370515,  -40,    0
100040,19370516,  -25,    0
100040,19370517,  -14,    0
100040,19370518,  -23,    0
100040,19370519,  -20,    0
100040,19370520,   11,    0
100040,19370521,   -6,    0
100040,19370522,  -23,    0
100040,19370523,  -24,    0
100040,19370524,  -10,    0
100040,19370525,    6,    0
100040,19370526,   16,    0
100040,19370527,    7,    0
100040,19370528,   17,    0
100040,19370529,   11,    0
100040,19370530,    2,    0
100040,19370531,   32,    0
100040,19370601,   17,    0
100040,19370602,    2,    0
100040,19370603,   10,    0
100040,19370604,   19,    0
100040,19370605,   41,    0
100040,19370606,   50,    0
100040,19370607,   20,    0
100040,19370608,   30,    0
100040,19370609,   37,    0
100040,19370610,   53,    0
100040,19370611,   73,    0
100040,19370612,   36,    0
100040,19370613,   24,    0
100040,19370614,   30,    0
100040,19370615,   14,    0
100040,19370616,  -28,    0
100040,19370617,  -36,    0
100040,19370618,  -33,    0
100040,19370619,  -14,    0
100040,19370620,  -24,    0
100040,19370621,  -26,    0
100040,19370622,  -24,    0
100040,19370623,    2,    0
100040,19370624,   20,    0
100040,19370625,    8,    0
100040,19370626,   -4,    0
100040,19370627,   28,    0
100040,19370628,   17,    0
100040,19370629,    7,    0
100040,19370630,  -40,    0
100040,19370701,  -58,    0
100040,19370702,  -21,    0
100040,19370703,   14,    0
100040,19370704,   23,    0
100040,19370705,   16,    0
100040,19370706,   37,    0
100040,19370707,   50,    0
100040,19370708,   35,    0
100040,19370709,   29,    0
100040,19370710,   -8,    0
100040,19370711,  -39,    0
100040,19370712,  -39,    0
100040,19370713,  -20,    0
100040,19370714,  -12,    0
100040,19370715,   54,    0
100040,19370716,   31,    0
100040,19370717,   14,    0
100040,19370718,   18,    0
100040,19370719,   33,    0
100040,19370720,   30,    0
100040,19370721,   16,    0
100040,19370722,   38,    0
100040,19370723,   51,    0
100040,19370724,   53,    0
100040,19370725,   28,    0
100040,19370726,    5,    0
100040,19370727,   -6,    0
100040,19370728,   14,    0
100040,19370729,    5,    0
100040,19370730,   26,    0
100040,19370731,   29,    0
100040,19370801,   19,    0
100040,19370802,   -1,    0
100040,19370803,  -14,    0
100040,19370804,  -10,    0
100040,19370805,   -4,    0
100040,19370806,    7,    0
100040,19370807,   24,    0
100040,19370808,   38,    0
100040,19370809,   35,    0
100040,19370810,   38,    0
100040,19370811,   34,    0
100040,19370812,   54,    0
100040,19370813,   43,    0
100040,19370814,   26,    0
100040,19370815,   -2,    0
100040,19370816,  -37,    0
100040,19370817,  -32,    0
100040,19370818,    8,    0
100040,19370819,    3,    0
100040,19370820,   18,    0
100040,19370821,  -10,    0
100040,19370822,  -34,    0
100040,19370823,  -40,    0
100040,19370824,  -22,    0
100040,19370825,   -5,    0
100040,19370826,   -5,    0
100040,19370827,  -12,    0
100040,19370828,    1,    0
100040,19370829,   21,    0
100040,19370830,   15,    0
100040,19370831,    3,    0
100040,19370901,  -17,    0
100040,19370902,  -12,    0
100040,19370903,   13,    0
100040,19370904,   10,    0
100040,19370905,   12,    0
100040,19370906,   19,    0
100040,19370907,   36,    0
100040,19370908,   23,    0
100040,19370909,   29,    0
100040,19370910,  -19,    0
100040,19370911,  -67,    0
100040,19370912,  -56,    0
100040,19370913,  -70,    0
100040,19370914,  -45,    0
100040,19370915,  -62,    0
100040,19370916,  -34,    0
100040,19370917,   -8,    0
100040,19370918,    3,    0
100040,19370919,   -4,    0
100040,19370920,  -34,    0
100040,19370921,  -48,    0
100040,19370922,  -30,    0
100040,19370923,  -40,    0
100040,19370924,  -30,    0
100040,19370925,  -25,    0
100040,19370926,   -6,    0
100040,19370927,   32,    0
100040,19370928,   21,    0
100040,19370929,  -18,    0
100040,19370930,  -37,    0
100040,19371001,  -17,    0
100040,19371002,    0,    0
100040,19371003,   20,    0
100040,19371004,   21,    0
100040,19371005,  -10,    0
100040,19371006,   -8,    0
100040,19371007,  -26,    0
100040,19371008,  -45,    0
100040,19371009,  -44,    0
100040,19371010,  -75,    0
100040,19371011, -102,    0
100040,19371012, -107,    0
100040,19371013,  -83,    0
100040,19371014,  -62,    0
100040,19371015,  -83,    0
100040,19371016,  -98,    0
100040,19371017,  -75,    0
100040,19371018,  -67,    0
100040,19371019,  -63,    0
100040,19371020,  -44,    0
100040,19371021,  -44,    0
100040,19371022,  -44,    0
100040,19371023,  -30,    0
100040,19371024,  -40,    0
100040,19371025,  -53,    0
100040,19371026,  -29,    0
100040,19371027,    8,    0
100040,19371028,   19,    0
100040,19371029,   -9,    0
100040,19371030,  -33,    0
100040,19371031,  -39,    0
100040,19371101,  -41,    0
100040,19371102,  -43,    0
100040,19371103,  -59,    0
100040,19371104,  -84,    0
100040,19371105,  -85,    0
100040,19371106,  -66,    0
100040,19371107,  -57,    0
100040,19371108,  -27,    0
100040,19371109,  -41,    0
100040,19371110,  -94,    0
100040,19371111, -128,    0
100040,19371112, -170,    0
100040,19371113, -144,    0
100040,19371114, -149,    0
100040,19371115, -165,    0
100040,19371116, -127,    0
100040,19371117,  -91,    0
100040,19371118,  -85,    0
100040,19371119,  -68,    0
100040,19371120,  -75,    0
100040,19371121,  -95,    0
100040,19371122,  -96,    0
100040,19371123, -112,    0
100040,19371124, -102,    0
100040,19371125, -147,    0
100040,19371126, -129,    0
100040,19371127,  -95,    0
100040,19371128, -166,    0
100040,19371129, -162,    0
100040,19371130,  -99,    0
100040,19371201,  -79,    0
100040,19371202,  -94,    0
100040,19371203, -109,    0
100040,19371204, -137,    0
100040,19371205, -160,    0
100040,19371206, -172,    0
100040,19371207, -135,    0
100040,19371208,  -83,    0
100040,19371209,  -68,    0
100040,19371210, -111,    0
100040,19371211, -118,    0
100040,19371212, -108,    0
100040,19371213, -125,    0
100040,19371214, -135,    0
100040,19371215, -128,    0
100040,19371216, -151,    0
100040,19371217, -134,    0
100040,19371218, -148,    0
100040,19371219, -171,    0
100040,19371220, -202,    0
100040,19371221, -177,    0
100040,19371222, -126,    0
100040,19371223, -103,    0
100040,19371224, -112,    0
100040,19371225, -124,    0
100040,19371226, -172,    0
100040,19371227, -217,    0
100040,19371228, -204,    0
100040,19371229, -181,    0
100040,19371230, -216,    0
100040,19371231, -243,    0
100040,19380101, -227,    0
100040,19380102, -248,    0
100040,19380103, -271,    0
100040,19380104, -256,    0
100040,19380105, -262,    0
100040,19380106, -221,    0
100040,19380107, -182,    0
100040,19380108, -160,    0
100040,19380109, -147,    0
100040,19380110, -144,    0
100040,19380111, -157,    0
100040,19380112, -112,    0
100040,19380113,  -68,    0
100040,19380114,  -68,    0
100040,19380115,  -93,    0
100040,19380116, -111,    0
100040,19380117,  -67,    0
100040,19380118, -110,    0
100040,19380119,  -94,    0
100040,19380120, -142,    0
100040,19380121, -142,    0
100040,19380122, -102,    0
100040,19380123, -102,    0
100040,19380124,  -72,    0
100040,19380125,  -50,    0
100040,19380126,  -82,    0
100040,19380127, -153,    0
100040,19380128, -193,    0
100040,19380129, -140,    0
100040,19380130, -165,    0
100040,19380131, -162,    0
100040,19380201,  -97,    0
100040,19380202, -146,    0
100040,19380203, -155,    0
100040,19380204, -114,    0
100040,19380205,  -80,    0
100040,19380206,  -75,    0
100040,19380207,  -86,    0
100040,19380208,  -71,    0
100040,19380209, -104,    0
100040,19380210, -127,    0
100040,19380211, -158,    0
100040,19380212, -199,    0
100040,19380213, -194,    0
100040,19380214, -220,    0
100040,19380215, -188,    0
100040,19380216, -159,    0
100040,19380217, -139,    0
100040,19380218, -118,    0
100040,19380219, -136,    0
100040,19380220, -133,    0
100040,19380221, -130,    0
100040,19380222, -114,    0
100040,19380223, -148,    0
100040,19380224, -138,    0
100040,19380225,  -99,    0
100040,19380226,  -59,    0
100040,19380227,  -72,    0
100040,19380228,  -86,    0
100040,19380301,  -65,    0
100040,19380302, -116,    0
100040,19380303, -122,    0
100040,19380304, -112,    0
100040,19380305,  -75,    0
100040,19380306,  -58,    0
100040,19380307,  -87,    0
100040,19380308,  -83,    0
100040,19380309,  -52,    0
100040,19380310,  -64,    0
100040,19380311, -101,    0
100040,19380312, -166,    0
100040,19380313, -205,    0
100040,19380314, -148,    0
100040,19380315,  -78,    0
100040,19380316,  -59,    0
100040,19380317,  -81,    0
100040,19380318,  -43,    0
100040,19380319,  -41,    0
100040,19380320,  -48,    0
100040,19380321,  -62,    0
100040,19380322,  -61,    0
100040,19380323,  -83,    0
100040,19380324,  -82,    0
100040,19380325,  -74,    0
100040,19380326, -119,    0
100040,19380327, -152,    0
100040,19380328, -137,    0
100040,19380329, -108,    0
100040,19380330,  -81,    0
100040,19380331,  -62,    0
100040,19380401,  -56,    0
100040,19380402,  -40,    0
100040,19380403,  -82,    0
100040,19380404, -169,    0
100040,19380405, -144,    0
100040,19380406, -128,    0
100040,19380407,  -94,    0
100040,19380408, -126,    0
100040,19380409, -172,    0
100040,19380410, -199,    0
100040,19380411, -201,    0
100040,19380412, -148,    0
100040,19380413, -107,    0
100040,19380414, -111,    0
100040,19380415, -125,    0
100040,19380416, -101,    0
100040,19380417,  -80,    0
100040,19380418, -143,    0
100040,19380419, -196,    0
100040,19380420, -190,    0
100040,19380421, -199,    0
100040,19380422, -163,    0
100040,19380423, -162,    0
100040,19380424, -129,    0
100040,19380425, -123,    0
100040,19380426, -156,    0
100040,19380427, -124,    0
100040,19380428,  -91,    0
100040,19380429,  -93,    0
100040,19380430,  -77,    0
100040,19380501,  -81,    0
100040,19380502,  -62,    0
100040,19380503,  -72,    0
100040,19380504,  -97,    0
100040,19380505, -108,    0
100040,19380506,  -58,    0
100040,19380507,  -52,    0
100040,19380508,  -67,    0
100040,19380509,  -56,    0
100040,19380510,  -57,    0
100040,19380511,  -71,    0
100040,19380512,  -80,    0
100040,19380513,  -56,    0
100040,19380514,  -33,    0
100040,19380515,  -29,    0
100040,19380516,  -14,    0
100040,19380517,  -30,    0
100040,19380518,  -42,    0
100040,19380519,  -51,    0
100040,19380520,  -37,    0
100040,19380521,  -21,    0
100040,19380522,  -25,    0
100040,19380523,  -52,    0
100040,19380524,  -59,    0
100040,19380525,  -81,    0
100040,19380526,  -70,    0
100040,19380527,  -39,    0
100040,19380528,  -53,    0
100040,19380529,  -56,    0
100040,19380530,  -38,    0
100040,19380531,  -44,    0
100040,19380601,   -6,    0
100040,19380602,    2,    0
100040,19380603,  -36,    0
100040,19380604,  -37,    0
100040,19380605,    4,    0
100040,19380606,   10,    0
100040,19380607,   14,    0
100040,19380608,   31,    0
100040,19380609,   56,    0
100040,19380610,   40,    0
100040,19380611,    6,    0
100040,19380612,    1,    0
100040,19380613,  -17,    0
100040,19380614,  -31,    0
100040,19380615,  -34,    0
100040,19380616,  -48,    0
100040,19380617,  -36,    0
100040,19380618,  -20,    0
100040,19380619,   -6,    0
100040,19380620,   22,    0
100040,19380621,   51,    0
100040,19380622,   47,    0
100040,19380623,   30,    0
100040,19380624,   30,    0
100040,19380625,   62,    0
100040,19380626,   55,    0
100040,19380627,   44,    0
100040,19380628,   56,    0
100040,19380629,   67,    0
100040,19380630,   58,    0
100040,19380701,   40,    0
100040,19380702,   24,    0
100040,19380703,  -19,    0
100040,19380704,  -39,    0
100040,19380705,  -10,    0
100040,19380706,  -10,    0
100040,19380707,   13,    0
100040,19380708,   37,    0
100040,19380709,   -2,    0
100040,19380710,  -52,    0
100040,19380711,  -45,    0
100040,19380712,  -14,    0
100040,19380713,    4,    0
100040,19380714,   18,    0
100040,19380715,   26,    0
100040,19380716,   36,    0
100040,19380717,   28,    0
100040,19380718,    9,    0
100040,19380719,   -8,    0
100040,19380720,   -1,    0
100040,19380721,   21,    0
100040,19380722,   14,    0
100040,19380723,   31,    0
100040,19380724,   24,    0
100040,19380725,   23,    0
100040,19380726,   50,    0
100040,19380727,   43,    0
100040,19380728,   31,    0
100040,19380729,   31,    0
