EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 26-04-2021
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 FX   : daily Wind gust in 0.1 m/s
23-27 Q_FX : quality code for FX (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station GERMANY, MUENCHEN (STAID: 52).
Blended and updated with sources: 115787 910865 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   FX, Q_FX
115787,19551028,-9999,    9
115787,19551029,-9999,    9
115787,19551030,-9999,    9
115787,19551031,-9999,    9
115787,19551101,-9999,    9
115787,19551102,-9999,    9
115787,19551103,-9999,    9
115787,19551104,-9999,    9
115787,19551105,-9999,    9
115787,19551106,-9999,    9
115787,19551107,-9999,    9
115787,19551108,-9999,    9
115787,19551109,-9999,    9
115787,19551110,-9999,    9
115787,19551111,-9999,    9
115787,19551112,-9999,    9
115787,19551113,-9999,    9
115787,19551114,-9999,    9
115787,19551115,-9999,    9
115787,19551116,-9999,    9
115787,19551117,-9999,    9
115787,19551118,-9999,    9
115787,19551119,-9999,    9
115787,19551120,-9999,    9
115787,19551121,-9999,    9
115787,19551122,-9999,    9
115787,19551123,-9999,    9
115787,19551124,-9999,    9
115787,19551125,-9999,    9
115787,19551126,-9999,    9
115787,19551127,-9999,    9
115787,19551128,-9999,    9
115787,19551129,-9999,    9
115787,19551130,-9999,    9
115787,19551201,-9999,    9
115787,19551202,-9999,    9
115787,19551203,-9999,    9
115787,19551204,-9999,    9
115787,19551205,-9999,    9
115787,19551206,-9999,    9
115787,19551207,-9999,    9
115787,19551208,-9999,    9
115787,19551209,-9999,    9
115787,19551210,-9999,    9
115787,19551211,-9999,    9
115787,19551212,-9999,    9
115787,19551213,-9999,    9
115787,19551214,-9999,    9
115787,19551215,-9999,    9
115787,19551216,-9999,    9
115787,19551217,-9999,    9
115787,19551218,-9999,    9
115787,19551219,-9999,    9
115787,19551220,-9999,    9
115787,19551221,-9999,    9
115787,19551222,-9999,    9
115787,19551223,-9999,    9
115787,19551224,-9999,    9
115787,19551225,-9999,    9
115787,19551226,-9999,    9
115787,19551227,-9999,    9
115787,19551228,-9999,    9
115787,19551229,-9999,    9
115787,19551230,-9999,    9
115787,19551231,-9999,    9
115787,19560101,-9999,    9
115787,19560102,-9999,    9
115787,19560103,-9999,    9
115787,19560104,-9999,    9
115787,19560105,-9999,    9
115787,19560106,-9999,    9
115787,19560107,-9999,    9
115787,19560108,-9999,    9
115787,19560109,-9999,    9
115787,19560110,-9999,    9
115787,19560111,-9999,    9
115787,19560112,-9999,    9
115787,19560113,-9999,    9
115787,19560114,-9999,    9
115787,19560115,-9999,    9
115787,19560116,-9999,    9
115787,19560117,-9999,    9
115787,19560118,-9999,    9
115787,19560119,-9999,    9
115787,19560120,-9999,    9
115787,19560121,-9999,    9
115787,19560122,-9999,    9
115787,19560123,-9999,    9
115787,19560124,-9999,    9
115787,19560125,-9999,    9
115787,19560126,-9999,    9
115787,19560127,-9999,    9
115787,19560128,-9999,    9
115787,19560129,-9999,    9
115787,19560130,-9999,    9
115787,19560131,-9999,    9
115787,19560201,-9999,    9
115787,19560202,-9999,    9
115787,19560203,-9999,    9
115787,19560204,-9999,    9
115787,19560205,-9999,    9
115787,19560206,-9999,    9
115787,19560207,-9999,    9
115787,19560208,-9999,    9
115787,19560209,-9999,    9
115787,19560210,-9999,    9
115787,19560211,-9999,    9
115787,19560212,-9999,    9
115787,19560213,-9999,    9
115787,19560214,-9999,    9
115787,19560215,-9999,    9
115787,19560216,-9999,    9
115787,19560217,-9999,    9
115787,19560218,-9999,    9
115787,19560219,-9999,    9
115787,19560220,-9999,    9
115787,19560221,-9999,    9
115787,19560222,-9999,    9
115787,19560223,-9999,    9
115787,19560224,-9999,    9
115787,19560225,-9999,    9
115787,19560226,-9999,    9
115787,19560227,-9999,    9
115787,19560228,-9999,    9
115787,19560229,-9999,    9
115787,19560301,-9999,    9
115787,19560302,-9999,    9
115787,19560303,-9999,    9
115787,19560304,-9999,    9
115787,19560305,-9999,    9
115787,19560306,-9999,    9
115787,19560307,-9999,    9
115787,19560308,-9999,    9
115787,19560309,-9999,    9
115787,19560310,-9999,    9
115787,19560311,-9999,    9
115787,19560312,-9999,    9
115787,19560313,-9999,    9
115787,19560314,-9999,    9
115787,19560315,-9999,    9
115787,19560316,-9999,    9
115787,19560317,-9999,    9
115787,19560318,-9999,    9
115787,19560319,-9999,    9
115787,19560320,-9999,    9
115787,19560321,-9999,    9
115787,19560322,-9999,    9
115787,19560323,-9999,    9
115787,19560324,-9999,    9
115787,19560325,-9999,    9
115787,19560326,-9999,    9
115787,19560327,-9999,    9
115787,19560328,-9999,    9
115787,19560329,-9999,    9
115787,19560330,-9999,    9
115787,19560331,-9999,    9
115787,19560401,-9999,    9
115787,19560402,-9999,    9
115787,19560403,-9999,    9
115787,19560404,-9999,    9
115787,19560405,-9999,    9
115787,19560406,-9999,    9
115787,19560407,-9999,    9
115787,19560408,-9999,    9
115787,19560409,-9999,    9
115787,19560410,-9999,    9
115787,19560411,-9999,    9
115787,19560412,-9999,    9
115787,19560413,-9999,    9
115787,19560414,-9999,    9
115787,19560415,-9999,    9
115787,19560416,-9999,    9
115787,19560417,-9999,    9
115787,19560418,-9999,    9
115787,19560419,-9999,    9
115787,19560420,-9999,    9
115787,19560421,-9999,    9
