EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 26-04-2021
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 CC   : daily Cloud cover in oktas
23-27 Q_CC : quality code for CC (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station GERMANY, MUENCHEN (STAID: 52).
Blended and updated with sources: 115782 126259 126271 126283 910865 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   CC, Q_CC
126271,18791015,    8,    0
126271,18791016,    7,    0
126271,18791017,    7,    0
126271,18791018,    8,    0
126271,18791019,    8,    0
126271,18791020,    8,    0
126271,18791021,    6,    0
126271,18791022,    6,    0
126271,18791023,    4,    0
126271,18791024,    3,    0
126271,18791025,    3,    0
126271,18791026,    3,    0
126271,18791027,    8,    0
126271,18791028,    8,    0
126271,18791029,    8,    0
126271,18791030,    8,    0
126271,18791031,    8,    0
126271,18791101,    3,    0
126271,18791102,    8,    0
126271,18791103,    7,    0
126271,18791104,    8,    0
126271,18791105,    7,    0
126271,18791106,    6,    0
126271,18791107,    4,    0
126271,18791108,    5,    0
126271,18791109,    0,    0
126271,18791110,    0,    0
126271,18791111,    7,    0
126271,18791112,    5,    0
126271,18791113,    8,    0
126271,18791114,    7,    0
126271,18791115,    7,    0
126271,18791116,    8,    0
126271,18791117,    8,    0
126271,18791118,    8,    0
126271,18791119,    8,    0
126271,18791120,    5,    0
126271,18791121,    5,    0
126271,18791122,    5,    0
126271,18791123,    7,    0
126271,18791124,    8,    0
126271,18791125,    8,    0
126271,18791126,    8,    0
126271,18791127,    8,    0
126271,18791128,    2,    0
126271,18791129,    8,    0
126271,18791130,    8,    0
126271,18791201,    7,    0
126271,18791202,    7,    0
126271,18791203,    2,    0
126271,18791204,    8,    0
126271,18791205,    8,    0
126271,18791206,    6,    0
126271,18791207,    7,    0
126271,18791208,    7,    0
126271,18791209,    5,    0
126271,18791210,    4,    0
126271,18791211,    7,    0
126271,18791212,    8,    0
126271,18791213,    8,    0
126271,18791214,    3,    0
126271,18791215,    5,    0
126271,18791216,    3,    0
126271,18791217,    2,    0
126271,18791218,    5,    0
126271,18791219,    8,    0
126271,18791220,    8,    0
126271,18791221,    1,    0
126271,18791222,    0,    0
126271,18791223,    3,    0
126271,18791224,    3,    0
126271,18791225,    1,    0
126271,18791226,    8,    0
126271,18791227,    6,    0
126271,18791228,    4,    0
126271,18791229,    7,    0
126271,18791230,    4,    0
126271,18791231,    8,    0
126271,18800101,    8,    0
126271,18800102,    6,    0
126271,18800103,    6,    0
126271,18800104,    2,    0
126271,18800105,    8,    0
126271,18800106,    1,    0
126271,18800107,    8,    0
126271,18800108,    8,    0
126271,18800109,    8,    0
126271,18800110,    8,    0
126271,18800111,    8,    0
126271,18800112,    0,    0
126271,18800113,    7,    0
126271,18800114,    3,    0
126271,18800115,    5,    0
126271,18800116,    6,    0
126271,18800117,    8,    0
126271,18800118,    5,    0
126271,18800119,    3,    0
126271,18800120,    6,    0
126271,18800121,    7,    0
126271,18800122,    5,    0
126271,18800123,    8,    0
126271,18800124,    7,    0
126271,18800125,    7,    0
126271,18800126,    3,    0
126271,18800127,    3,    0
126271,18800128,    1,    0
126271,18800129,    3,    0
126271,18800130,    6,    0
126271,18800131,    4,    0
126271,18800201,    2,    0
126271,18800202,    1,    0
126271,18800203,    1,    0
126271,18800204,    3,    0
126271,18800205,    1,    0
126271,18800206,    2,    0
126271,18800207,    2,    0
126271,18800208,    3,    0
126271,18800209,    2,    0
126271,18800210,    3,    0
126271,18800211,    4,    0
126271,18800212,    8,    0
126271,18800213,    8,    0
126271,18800214,    5,    0
126271,18800215,    6,    0
126271,18800216,    2,    0
126271,18800217,    5,    0
126271,18800218,    8,    0
126271,18800219,    6,    0
126271,18800220,    5,    0
126271,18800221,    3,    0
126271,18800222,    8,    0
126271,18800223,    8,    0
126271,18800224,    8,    0
126271,18800225,    8,    0
126271,18800226,    7,    0
126271,18800227,    8,    0
126271,18800228,    4,    0
126271,18800229,    3,    0
126271,18800301,    1,    0
126271,18800302,    4,    0
126271,18800303,    6,    0
126271,18800304,    7,    0
126271,18800305,    8,    0
126271,18800306,    7,    0
126271,18800307,    5,    0
126271,18800308,    7,    0
126271,18800309,    1,    0
126271,18800310,    0,    0
126271,18800311,    1,    0
126271,18800312,    4,    0
126271,18800313,    0,    0
126271,18800314,    3,    0
126271,18800315,    2,    0
126271,18800316,    6,    0
126271,18800317,    5,    0
126271,18800318,    5,    0
126271,18800319,    3,    0
126271,18800320,    6,    0
126271,18800321,    2,    0
126271,18800322,    4,    0
126271,18800323,    0,    0
126271,18800324,    0,    0
126271,18800325,    0,    0
126271,18800326,    2,    0
126271,18800327,    0,    0
126271,18800328,    2,    0
126271,18800329,    4,    0
126271,18800330,    6,    0
126271,18800331,    5,    0
126271,18800401,    7,    0
126271,18800402,    7,    0
126271,18800403,    6,    0
126271,18800404,    8,    0
126271,18800405,    7,    0
126271,18800406,    7,    0
126271,18800407,    8,    0
126271,18800408,    8,    0
126271,18800409,    8,    0
126271,18800410,    8,    0
126271,18800411,    7,    0
126271,18800412,    6,    0
126271,18800413,    1,    0
126271,18800414,    3,    0
126271,18800415,    4,    0
126271,18800416,    4,    0
126271,18800417,    7,    0
126271,18800418,    8,    0
126271,18800419,    3,    0
126271,18800420,    3,    0
126271,18800421,    5,    0
126271,18800422,    3,    0
126271,18800423,    5,    0
126271,18800424,    5,    0
126271,18800425,    5,    0
126271,18800426,    8,    0
126271,18800427,    8,    0
126271,18800428,    8,    0
126271,18800429,    8,    0
126271,18800430,    8,    0
126271,18800501,    8,    0
126271,18800502,    7,    0
126271,18800503,    5,    0
126271,18800504,    7,    0
126271,18800505,    8,    0
126271,18800506,    5,    0
126271,18800507,    8,    0
126271,18800508,    8,    0
126271,18800509,    8,    0
126271,18800510,    7,    0
126271,18800511,    5,    0
126271,18800512,    3,    0
126271,18800513,    6,    0
126271,18800514,    6,    0
126271,18800515,    1,    0
126271,18800516,    1,    0
126271,18800517,    4,    0
126271,18800518,    7,    0
126271,18800519,    7,    0
126271,18800520,    5,    0
126271,18800521,    6,    0
126271,18800522,    7,    0
126271,18800523,    7,    0
126271,18800524,    2,    0
126271,18800525,    1,    0
126271,18800526,    0,    0
126271,18800527,    1,    0
126271,18800528,    6,    0
126271,18800529,    8,    0
126271,18800530,    8,    0
126271,18800531,    8,    0
126271,18800601,    5,    0
126271,18800602,    7,    0
126271,18800603,    4,    0
126271,18800604,    6,    0
126271,18800605,    8,    0
126271,18800606,    6,    0
126271,18800607,    7,    0
126271,18800608,    6,    0
126271,18800609,    5,    0
126271,18800610,    4,    0
126271,18800611,    3,    0
126271,18800612,    7,    0
126271,18800613,    8,    0
126271,18800614,    6,    0
126271,18800615,    5,    0
126271,18800616,    8,    0
126271,18800617,    6,    0
126271,18800618,    6,    0
126271,18800619,    3,    0
126271,18800620,    5,    0
126271,18800621,    8,    0
126271,18800622,    7,    0
126271,18800623,    5,    0
126271,18800624,    7,    0
126271,18800625,    6,    0
126271,18800626,    6,    0
126271,18800627,    5,    0
126271,18800628,    6,    0
126271,18800629,    5,    0
126271,18800630,    1,    0
126271,18800701,    6,    0
126271,18800702,    6,    0
126271,18800703,    6,    0
126271,18800704,    6,    0
126271,18800705,    7,    0
126271,18800706,    1,    0
126271,18800707,    1,    0
126271,18800708,    6,    0
126271,18800709,    5,    0
126271,18800710,    5,    0
126271,18800711,    6,    0
126271,18800712,    5,    0
126271,18800713,    5,    0
126271,18800714,    2,    0
126271,18800715,    0,    0
126271,18800716,    0,    0
126271,18800717,    1,    0
126271,18800718,    5,    0
126271,18800719,    4,    0
126271,18800720,    3,    0
126271,18800721,    8,    0
126271,18800722,    8,    0
126271,18800723,    6,    0
126271,18800724,    0,    0
126271,18800725,    3,    0
126271,18800726,    5,    0
126271,18800727,    6,    0
126271,18800728,    4,    0
126271,18800729,    4,    0
126271,18800730,    8,    0
126271,18800731,    6,    0
126271,18800801,    8,    0
126271,18800802,    7,    0
126271,18800803,    8,    0
126271,18800804,    7,    0
126271,18800805,    2,    0
126271,18800806,    3,    0
126271,18800807,    7,    0
126271,18800808,    5,    0
126271,18800809,    7,    0
126271,18800810,    6,    0
126271,18800811,    6,    0
126271,18800812,    8,    0
126271,18800813,    8,    0
126271,18800814,    6,    0
126271,18800815,    6,    0
126271,18800816,    4,    0
126271,18800817,    6,    0
126271,18800818,    4,    0
126271,18800819,    3,    0
126271,18800820,    5,    0
126271,18800821,    5,    0
126271,18800822,    6,    0
126271,18800823,    3,    0
126271,18800824,    7,    0
126271,18800825,    1,    0
126271,18800826,    3,    0
126271,18800827,    6,    0
126271,18800828,    4,    0
126271,18800829,    3,    0
126271,18800830,    2,    0
126271,18800831,    3,    0
126271,18800901,    1,    0
126271,18800902,    0,    0
126271,18800903,    0,    0
126271,18800904,    0,    0
126271,18800905,    1,    0
126271,18800906,    5,    0
126271,18800907,    4,    0
126271,18800908,    7,    0
126271,18800909,    6,    0
126271,18800910,    8,    0
126271,18800911,    3,    0
126271,18800912,    7,    0
126271,18800913,    7,    0
126271,18800914,    2,    0
126271,18800915,    6,    0
126271,18800916,    6,    0
126271,18800917,    4,    0
126271,18800918,    5,    0
126271,18800919,    6,    0
126271,18800920,    5,    0
126271,18800921,    6,    0
126271,18800922,    5,    0
126271,18800923,    8,    0
126271,18800924,    7,    0
126271,18800925,    6,    0
126271,18800926,    3,    0
126271,18800927,    4,    0
126271,18800928,    5,    0
126271,18800929,    1,    0
126271,18800930,    1,    0
126271,18801001,    1,    0
126271,18801002,    1,    0
126271,18801003,    8,    0
126271,18801004,    8,    0
126271,18801005,    7,    0
126271,18801006,    6,    0
126271,18801007,    6,    0
126271,18801008,    7,    0
126271,18801009,    1,    0
126271,18801010,    3,    0
126271,18801011,    7,    0
126271,18801012,    8,    0
126271,18801013,    8,    0
126271,18801014,    7,    0
126271,18801015,    4,    0
126271,18801016,    6,    0
126271,18801017,    7,    0
126271,18801018,    8,    0
126271,18801019,    7,    0
126271,18801020,    8,    0
126271,18801021,    8,    0
126271,18801022,    8,    0
126271,18801023,    6,    0
126271,18801024,    8,    0
126271,18801025,    2,    0
126271,18801026,    7,    0
126271,18801027,    7,    0
126271,18801028,    4,    0
126271,18801029,    4,    0
126271,18801030,    3,    0
126271,18801031,    2,    0
126271,18801101,    7,    0
126271,18801102,    5,    0
126271,18801103,    7,    0
126271,18801104,    7,    0
126271,18801105,    8,    0
126271,18801106,    5,    0
126271,18801107,    8,    0
126271,18801108,    7,    0
126271,18801109,    8,    0
126271,18801110,    7,    0
126271,18801111,    3,    0
126271,18801112,    8,    0
126271,18801113,    8,    0
126271,18801114,    3,    0
126271,18801115,    5,    0
126271,18801116,    6,    0
126271,18801117,    8,    0
126271,18801118,    3,    0
126271,18801119,    7,    0
126271,18801120,    4,    0
126271,18801121,    8,    0
126271,18801122,    8,    0
126271,18801123,    5,    0
126271,18801124,    7,    0
126271,18801125,    6,    0
126271,18801126,    4,    0
126271,18801127,    7,    0
126271,18801128,    5,    0
126271,18801129,    8,    0
126271,18801130,    8,    0
126271,18801201,    8,    0
126271,18801202,    5,    0
126271,18801203,    7,    0
126271,18801204,    8,    0
126271,18801205,    8,    0
126271,18801206,    7,    0
126271,18801207,    8,    0
126271,18801208,    5,    0
126271,18801209,    8,    0
126271,18801210,    8,    0
126271,18801211,    7,    0
126271,18801212,    7,    0
126271,18801213,    8,    0
126271,18801214,    8,    0
126271,18801215,    7,    0
126271,18801216,    5,    0
126271,18801217,    7,    0
126271,18801218,    7,    0
126271,18801219,    3,    0
126271,18801220,    7,    0
126271,18801221,    7,    0
126271,18801222,    4,    0
126271,18801223,    7,    0
126271,18801224,    4,    0
126271,18801225,    8,    0
126271,18801226,    0,    0
126271,18801227,    6,    0
126271,18801228,    5,    0
126271,18801229,    2,    0
126271,18801230,    7,    0
126271,18801231,    7,    0
126271,18810101,    7,    0
126271,18810102,    8,    0
126271,18810103,    3,    0
126271,18810104,    8,    0
126271,18810105,    8,    0
126271,18810106,    3,    0
126271,18810107,    0,    0
126271,18810108,    6,    0
126271,18810109,    3,    0
126271,18810110,    3,    0
126271,18810111,    8,    0
126271,18810112,    6,    0
126271,18810113,    5,    0
126271,18810114,    5,    0
126271,18810115,    8,    0
126271,18810116,    4,    0
126271,18810117,    3,    0
126271,18810118,    8,    0
126271,18810119,    7,    0
126271,18810120,    6,    0
126271,18810121,    2,    0
126271,18810122,    3,    0
126271,18810123,    3,    0
126271,18810124,    3,    0
126271,18810125,    2,    0
126271,18810126,    5,    0
126271,18810127,    7,    0
126271,18810128,    6,    0
126271,18810129,    5,    0
126271,18810130,    6,    0
126271,18810131,    5,    0
126271,18810201,    8,    0
126271,18810202,    8,    0
126271,18810203,    3,    0
126271,18810204,    0,    0
126271,18810205,    5,    0
126271,18810206,    7,    0
126271,18810207,    5,    0
126271,18810208,    5,    0
126271,18810209,    7,    0
126271,18810210,    7,    0
126271,18810211,    7,    0
126271,18810212,    8,    0
126271,18810213,    6,    0
126271,18810214,    3,    0
126271,18810215,    0,    0
126271,18810216,    3,    0
126271,18810217,    7,    0
126271,18810218,    5,    0
126271,18810219,    5,    0
126271,18810220,    8,    0
126271,18810221,    6,    0
126271,18810222,    8,    0
126271,18810223,    4,    0
126271,18810224,    5,    0
126271,18810225,    3,    0
126271,18810226,    1,    0
126271,18810227,    2,    0
126271,18810228,    3,    0
126271,18810301,    7,    0
126271,18810302,    3,    0
126271,18810303,    3,    0
126271,18810304,    8,    0
126271,18810305,    8,    0
126271,18810306,    6,    0
126271,18810307,    8,    0
126271,18810308,    3,    0
126271,18810309,    6,    0
126271,18810310,    8,    0
126271,18810311,    7,    0
126271,18810312,    6,    0
126271,18810313,    7,    0
126271,18810314,    1,    0
126271,18810315,    0,    0
126271,18810316,    0,    0
126271,18810317,    3,    0
126271,18810318,    7,    0
126271,18810319,    3,    0
126271,18810320,    4,    0
126271,18810321,    4,    0
126271,18810322,    6,    0
126271,18810323,    2,    0
126271,18810324,    8,    0
126271,18810325,    8,    0
126271,18810326,    6,    0
126271,18810327,    1,    0
126271,18810328,    3,    0
126271,18810329,    2,    0
126271,18810330,    8,    0
126271,18810331,    7,    0
126271,18810401,    5,    0
126271,18810402,    6,    0
126271,18810403,    8,    0
126271,18810404,    7,    0
126271,18810405,    7,    0
126271,18810406,    6,    0
126271,18810407,    8,    0
126271,18810408,    8,    0
126271,18810409,    8,    0
126271,18810410,    6,    0
126271,18810411,    7,    0
126271,18810412,    4,    0
126271,18810413,    4,    0
126271,18810414,    3,    0
126271,18810415,    5,    0
126271,18810416,    5,    0
126271,18810417,    2,    0
126271,18810418,    4,    0
126271,18810419,    8,    0
126271,18810420,    5,    0
126271,18810421,    5,    0
126271,18810422,    8,    0
126271,18810423,    7,    0
126271,18810424,    5,    0
126271,18810425,    8,    0
126271,18810426,    8,    0
126271,18810427,    5,    0
126271,18810428,    5,    0
126271,18810429,    5,    0
126271,18810430,    4,    0
126271,18810501,    5,    0
126271,18810502,    2,    0
126271,18810503,    4,    0
126271,18810504,    8,    0
126271,18810505,    7,    0
126271,18810506,    0,    0
126271,18810507,    0,    0
126271,18810508,    3,    0
126271,18810509,    6,    0
126271,18810510,    5,    0
126271,18810511,    8,    0
126271,18810512,    8,    0
126271,18810513,    7,    0
126271,18810514,    5,    0
126271,18810515,    1,    0
126271,18810516,    4,    0
126271,18810517,    7,    0
126271,18810518,    1,    0
126271,18810519,    1,    0
126271,18810520,    2,    0
126271,18810521,    5,    0
126271,18810522,    5,    0
126271,18810523,    7,    0
126271,18810524,    4,    0
126271,18810525,    8,    0
126271,18810526,    5,    0
126271,18810527,    7,    0
126271,18810528,    8,    0
126271,18810529,    7,    0
126271,18810530,    2,    0
126271,18810531,    2,    0
126271,18810601,    2,    0
126271,18810602,    2,    0
126271,18810603,    2,    0
126271,18810604,    4,    0
126271,18810605,    3,    0
126271,18810606,    6,    0
126271,18810607,    8,    0
126271,18810608,    8,    0
126271,18810609,    7,    0
126271,18810610,    7,    0
126271,18810611,    7,    0
126271,18810612,    7,    0
126271,18810613,    8,    0
126271,18810614,    4,    0
126271,18810615,    5,    0
126271,18810616,    5,    0
126271,18810617,    5,    0
126271,18810618,    5,    0
126271,18810619,    5,    0
126271,18810620,    5,    0
126271,18810621,    3,    0
126271,18810622,    0,    0
126271,18810623,    5,    0
126271,18810624,    4,    0
126271,18810625,    5,    0
126271,18810626,    7,    0
126271,18810627,    5,    0
126271,18810628,    5,    0
126271,18810629,    7,    0
126271,18810630,    3,    0
126271,18810701,    0,    0
126271,18810702,    1,    0
126271,18810703,    7,    0
126271,18810704,    1,    0
126271,18810705,    0,    0
126271,18810706,    4,    0
126271,18810707,    6,    0
126271,18810708,    4,    0
126271,18810709,    6,    0
126271,18810710,    7,    0
126271,18810711,    4,    0
126271,18810712,    2,    0
126271,18810713,    4,    0
